1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Decision
B,D,C,A,A,C,A,B,D,C,D,A,A,D,B,B,B,A,A,A,B,C,C,0,A,D,C,C,D,B,0,None
B,D,C,A,C,C,D,B,B,B,B,C,C,D,C,A,C,B,B,B,B,B,B,A,B,C,C,D,D,A,0,None
B,B,A,B,C,A,D,C,C,C,D,D,C,C,C,B,C,C,B,B,C,C,B,0,C,F,A,C,D,A,0,None
B,D,B,A,B,C,C,C,C,D,C,C,D,C,C,0,D,B,B,B,C,B,D,0,C,D,C,D,D,A,0,None
C,A,B,A,A,A,A,B,B,B,B,B,A,B,C,B,B,A,B,B,B,B,B,0,C,C,C,D,B,D,0,None
C,C,A,A,B,B,D,B,C,A,C,B,A,B,A,B,A,A,A,A,A,B,A,A,A,C,B,B,A,A,A,None
A,C,A,A,A,A,C,B,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,B,A,B,B,A,A,B,B,None
B,B,D,C,C,D,D,B,D,B,C,D,D,B,B,A,C,B,A,B,D,C,C,C,C,B,B,D,D,B,C,None
B,D,A,A,C,C,D,B,B,C,C,B,A,C,B,B,C,A,A,B,B,B,A,C,B,C,B,C,D,B,C,None
B,B,C,B,C,B,D,B,A,C,C,D,C,C,C,C,B,B,B,C,C,D,C,0,B,C,B,D,C,C,0,None
D,C,C,B,C,A,A,B,A,C,D,D,A,B,B,B,B,A,A,A,B,C,A,A,A,A,C,B,B,A,0,None
D,A,A,B,B,A,B,B,B,A,B,D,A,C,B,B,B,A,A,B,A,B,A,0,A,B,A,B,A,A,0,None
C,C,D,A,B,B,C,B,C,A,B,B,B,B,B,A,C,A,B,A,A,B,C,0,A,B,C,C,A,B,0,None
B,D,D,C,B,C,C,B,B,B,C,C,D,A,D,B,B,A,B,B,D,B,B,B,B,D,C,D,B,A,C,None
C,D,D,B,D,D,B,D,A,D,B,D,A,A,D,A,D,B,C,C,A,D,C,0,A,C,C,D,D,C,0,None
B,D,D,B,C,D,D,C,B,D,D,C,D,D,D,C,D,B,C,D,B,B,D,A,B,0,F,0,F,A,B,None
B,B,A,B,A,A,C,C,B,D,B,C,B,D,C,B,D,A,C,D,C,B,B,0,D,0,A,C,F,A,0,None
B,B,D,B,A,B,C,A,D,B,D,C,B,B,A,B,C,B,B,B,A,B,B,0,B,C,C,D,C,B,B,None
C,D,F,C,F,B,C,D,B,F,C,D,F,D,D,D,D,C,B,C,F,D,D,0,C,D,D,F,D,0,0,None
C,C,D,B,C,D,D,A,C,B,D,D,D,C,C,A,B,A,B,B,A,B,C,C,A,D,C,D,B,A,C,None
C,B,A,B,B,A,B,A,D,A,A,D,C,B,A,B,A,B,B,B,A,B,A,0,B,D,A,D,C,B,0,None
B,C,B,A,A,A,D,A,D,A,D,D,B,C,B,A,B,B,B,B,B,B,B,0,B,D,B,C,A,A,0,None
C,C,C,C,B,C,B,B,C,A,C,C,B,C,D,A,D,B,B,B,C,B,C,0,B,C,A,C,A,A,0,None
B,C,B,A,C,A,B,A,A,A,C,A,A,D,C,A,B,A,A,A,A,B,A,0,A,B,B,B,A,A,0,None
D,D,B,F,D,C,F,C,C,D,D,D,C,D,F,C,B,C,C,F,D,D,F,D,F,D,0.2,F,B,0,0,None
C,D,C,B,A,C,D,A,F,A,C,D,C,B,C,A,B,A,C,B,B,B,F,C,A,C,A,0,F,A,C,None
A,D,A,A,A,C,B,A,C,A,B,C,B,B,B,A,A,A,B,A,A,B,B,C,A,B,A,A,A,A,C,None
C,C,C,C,D,C,F,C,C,C,F,D,A,F,D,B,F,C,F,F,F,D,F,0,C,0,0.3,0,D,0,0,None
F,F,F,D,D,D,F,C,B,C,F,D,D,0,F,0,F,0,0.6,0.2,0,0,0,0,F,C,D,F,0,B,0,None
A,B,C,A,B,B,D,A,A,A,D,A,B,A,D,A,A,B,C,A,A,B,A,C,A,B,B,B,A,A,0,None
B,C,A,C,C,B,B,B,F,C,C,D,D,C,F,B,D,C,C,B,C,B,B,0,C,C,A,F,C,A,0,None
C,B,B,B,B,B,C,B,C,B,C,C,B,C,C,B,B,B,B,A,A,B,C,A,B,C,C,C,A,B,A,None
C,B,B,B,A,C,B,B,D,B,C,C,C,B,C,B,D,B,B,B,A,B,A,0,A,A,B,B,A,A,0,None
C,D,B,D,B,C,D,B,D,C,C,D,C,D,B,B,B,B,B,B,A,C,A,0,B,C,A,B,A,A,0,None
C,C,B,B,C,B,D,B,C,C,D,C,C,D,D,B,C,C,C,C,C,B,C,0,F,C,C,C,C,C,C,None
B,C,D,B,C,C,D,A,C,F,C,D,D,B,D,A,C,B,B,A,C,C,C,C,B,B,C,C,C,0,C,None
C,C,A,A,D,D,D,B,B,D,C,D,F,B,B,B,C,C,B,B,A,C,B,C,B,D,B,D,D,D,B,None
B,A,B,A,A,C,B,B,D,C,C,C,C,C,D,A,C,B,B,B,C,C,D,0,C,D,C,C,D,0,0,None
B,C,B,B,B,A,A,A,C,A,B,C,A,A,A,A,B,B,B,A,A,C,A,C,A,A,B,A,B,A,C,None
B,A,B,C,0,A,B,A,B,A,C,B,A,B,B,B,B,A,B,D,D,B,C,0,B,D,A,D,C,A,0,None
B,C,A,D,A,A,D,B,C,A,B,C,A,C,C,A,B,B,B,B,B,D,B,0,B,C,D,D,C,C,0,None
C,B,A,C,D,D,D,D,C,C,C,B,D,B,B,A,B,B,B,A,A,B,C,C,B,C,B,D,D,A,C,None
D,D,F,C,C,D,D,C,D,B,C,D,D,D,B,A,D,B,B,F,F,C,C,0,C,F,0.8,F,F,A,0,None
B,D,B,D,C,C,A,B,C,B,C,C,B,A,B,A,C,B,B,B,A,D,A,0,A,C,B,C,C,B,0,None
B,B,A,B,B,B,D,B,C,D,D,D,D,D,C,B,C,B,B,B,B,C,B,0,D,D,B,D,C,A,0,None
C,D,B,D,C,B,D,C,D,D,C,D,D,C,C,B,C,C,B,C,B,C,A,0,B,D,A,D,D,C,0,None
C,C,C,B,B,D,C,B,D,C,D,D,D,C,A,A,B,B,B,A,A,C,B,C,B,B,A,D,D,B,C,None
B,D,C,D,A,D,C,A,C,C,C,B,C,B,C,A,C,B,B,A,A,C,C,0,B,C,B,C,D,D,0,None
B,B,D,D,C,D,D,B,D,D,C,D,C,C,C,B,B,B,B,D,C,C,B,0,B,D,C,D,D,C,0,None
C,F,C,B,D,C,C,B,C,C,D,D,C,B,F,B,D,F,B,B,F,B,F,0,0,0,0,0,0,0,0,None
B,B,D,D,B,D,C,A,D,D,C,D,C,D,C,A,D,B,B,B,B,B,C,0,B,C,B,D,D,A,0,None
C,C,C,C,B,B,D,B,C,C,C,B,C,D,D,A,B,B,B,A,C,C,B,0,A,C,B,D,C,C,0,None
C,F,D,C,D,C,F,0,0.6,F,D,D,D,D,F,B,D,F,D,D,D,D,F,0,0,0,0.3,0,0.9,0,0,None
B,B,A,A,A,B,D,B,C,A,B,C,C,D,A,B,B,A,C,F,B,D,D,0,0,C,B,B,D,B,0,None
B,C,D,B,A,A,C,B,B,C,B,D,A,D,B,0,C,B,B,B,D,D,D,B,B,D,D,D,D,B,B,None
B,B,C,A,A,B,A,B,B,D,C,D,B,C,B,A,C,B,B,C,D,D,C,0,B,C,C,C,D,A,0,None
D,D,F,B,C,F,F,C,D,0.9,0.6,F,0.3,D,F,0,0,F,A,B,C,C,F,A,B,0,C,0,D,A,A,None
C,B,A,B,A,A,D,B,B,C,B,B,D,D,C,A,C,B,B,B,C,C,A,B,A,D,A,A,D,B,B,None
D,D,B,D,C,B,D,C,C,D,C,C,B,C,D,A,C,C,B,D,C,C,D,C,B,D,C,C,D,A,B,None
A,D,D,A,C,B,C,B,F,D,F,D,D,D,D,C,D,B,C,B,F,D,C,0,B,F,D,F,C,F,0,None
B,C,C,B,A,B,B,B,B,B,B,D,A,C,A,B,B,A,A,A,A,C,B,0,B,B,A,A,A,A,0,None
B,D,B,B,C,A,B,C,A,D,B,D,A,D,D,A,B,B,B,B,D,D,C,0,B,C,A,D,D,C,D,None
B,A,B,A,A,A,C,B,C,B,C,C,A,C,B,B,B,A,B,B,B,C,C,0,A,C,A,A,B,A,0,None
C,D,D,D,B,C,D,C,C,B,C,C,D,D,C,A,C,C,C,D,D,D,D,0,B,D,C,D,D,C,0,None
C,B,C,A,C,A,B,B,B,C,C,C,A,C,B,A,C,B,B,A,B,C,D,0,A,C,C,A,B,B,0,None
C,D,D,C,B,C,C,C,C,C,C,B,B,D,B,A,C,A,B,B,B,C,C,B,A,D,C,C,B,B,C,None
B,C,C,C,A,A,D,B,B,B,C,B,B,B,A,A,C,B,A,A,C,C,B,B,B,C,B,B,A,A,B,None
B,D,B,C,B,A,C,B,D,C,C,D,D,D,D,B,D,B,B,B,A,C,B,C,C,C,A,D,C,B,D,None
C,C,C,C,A,A,D,B,B,D,C,C,A,C,C,A,A,A,B,C,D,C,D,C,B,D,C,D,C,B,C,None
C,C,C,C,D,A,F,C,D,B,B,D,D,D,A,A,B,A,B,C,C,D,D,0,B,D,C,B,C,A,0,None
B,D,B,C,A,C,D,B,D,D,D,C,B,D,D,B,C,B,A,C,B,C,D,0,B,D,B,B,C,B,0,None
C,D,C,B,B,C,C,B,C,C,C,B,B,B,B,B,B,B,B,A,B,B,C,0,B,D,C,B,D,C,0,None
B,C,C,C,D,B,F,C,D,B,D,C,D,F,F,A,C,C,C,F,F,C,D,B,0,0,D,0,D,C,B,None
C,C,D,B,C,A,F,B,D,D,C,C,F,D,C,0,B,D,C,C,C,C,D,0,F,D,0.6,0,F,B,0,None
B,C,C,A,C,B,B,C,D,C,C,D,D,F,C,B,B,C,B,F,B,C,C,0,0,D,B,D,C,A,0,None
C,C,D,B,A,C,D,B,C,D,D,C,D,D,B,B,B,B,B,C,D,D,B,0,B,D,B,D,C,C,0,None
B,B,B,C,B,B,A,B,C,C,C,C,C,A,C,B,B,B,A,B,B,A,B,A,B,C,B,A,A,B,A,None
B,A,B,C,B,A,C,A,D,D,C,C,B,C,C,B,C,B,B,A,B,B,D,B,B,C,C,B,A,A,C,None
C,A,B,A,C,C,A,B,D,D,C,D,B,C,B,B,B,A,B,A,D,B,C,C,A,C,A,B,C,A,0,None
B,C,D,A,C,C,C,B,A,C,C,C,A,B,A,A,C,A,A,A,C,B,B,B,A,B,A,A,B,A,A,None
B,C,B,C,B,D,A,C,C,D,D,D,C,C,D,A,D,A,C,C,C,B,F,A,0,0,C,0,C,B,A,None
C,D,B,F,C,C,D,C,F,C,D,D,D,D,F,B,D,B,C,B,C,B,D,C,D,D,B,D,C,A,C,None
B,A,B,C,B,A,D,B,C,C,C,F,A,D,B,B,C,C,C,D,B,B,D,0,C,D,D,D,B,F,B,None
B,D,C,D,C,D,C,C,C,D,D,D,B,D,C,B,B,C,C,D,B,A,C,0,B,0,0.3,0,C,B,0,None
B,D,D,F,B,B,D,C,C,D,C,C,D,D,D,B,B,B,C,B,C,B,D,0,C,F,D,D,C,C,0,None
B,C,B,D,C,D,B,B,D,C,D,C,C,D,B,A,D,B,B,A,C,B,C,A,B,D,A,C,D,B,C,None
B,B,B,A,B,B,C,C,C,A,D,D,C,C,B,A,C,B,B,B,B,B,C,0,B,D,B,A,B,A,0,None
B,B,B,C,A,A,D,B,C,D,C,C,A,C,C,D,C,B,B,B,C,B,B,0,B,D,D,D,D,C,0,None
C,C,B,A,B,B,A,C,A,D,B,C,B,A,C,B,B,B,B,A,C,A,B,A,B,B,A,A,A,A,A,None
B,B,C,D,B,D,B,B,D,D,C,D,A,C,C,A,B,B,A,B,B,B,D,D,D,B,B,C,D,C,C,None
D,D,C,D,C,B,C,B,C,D,B,C,D,C,C,A,B,B,B,A,C,A,B,D,D,C,A,D,D,A,C,None
A,D,C,D,D,D,D,C,C,D,C,C,C,B,B,B,D,C,C,C,D,B,B,D,C,C,D,C,C,B,B,None
C,C,C,B,D,C,B,B,B,C,B,D,C,A,D,A,B,A,B,A,C,B,B,B,C,C,A,B,D,B,B,None
C,B,C,B,B,B,C,B,C,D,D,D,A,A,A,B,B,A,B,A,B,A,B,0,D,C,A,C,C,B,0,None
C,D,D,D,C,C,B,C,D,D,D,C,D,D,C,B,C,B,B,B,C,B,D,0,B,D,A,C,D,A,0,None
B,C,B,C,B,C,D,B,D,C,C,D,B,C,A,A,B,A,B,A,B,A,B,0,A,D,B,B,A,B,0,None
C,D,B,D,D,C,D,C,D,D,C,D,D,D,C,B,D,C,D,D,D,B,D,0,D,0,C,0,D,D,0,None
D,C,D,D,C,D,F,C,F,C,F,0.6,F,D,F,0,D,B,F,F,F,F,F,B,F,0,F,0,F,B,A,None
B,D,C,F,B,D,C,B,C,C,D,C,C,C,D,A,C,A,B,B,A,C,B,0,B,D,B,C,D,A,0,None
C,C,B,C,C,A,A,B,A,B,A,B,A,A,A,A,B,A,A,B,A,B,A,B,B,C,A,C,B,A,C,None
A,B,B,C,B,A,C,B,C,C,B,B,B,A,A,A,B,A,B,A,B,B,C,C,D,C,C,D,C,A,B,None
C,A,D,A,B,B,C,B,C,C,D,C,A,C,D,A,C,B,C,C,B,C,B,A,C,C,C,D,D,B,A,None
B,C,D,A,B,A,D,B,B,B,A,B,B,B,B,B,B,A,B,B,A,C,C,C,D,D,C,D,D,A,C,None
B,C,C,C,C,B,C,B,D,D,B,D,B,B,B,B,C,B,B,C,A,C,D,0,D,D,B,D,C,A,0,None
B,D,C,B,B,D,D,B,A,C,D,D,B,D,D,0,B,A,A,C,B,C,B,C,A,D,C,D,B,C,C,None
D,D,C,D,A,D,C,A,A,C,C,C,A,D,B,B,C,A,B,A,A,C,C,0,C,B,D,C,C,B,0,None
B,B,B,A,A,A,A,A,B,C,B,A,A,C,B,B,B,A,B,A,B,C,A,A,C,C,A,A,D,A,0,None
D,A,C,A,B,A,B,A,A,A,B,C,A,B,B,B,B,A,A,A,A,B,B,B,B,C,B,A,A,A,B,None
B,B,B,B,B,B,B,A,C,C,C,C,A,D,B,B,B,A,B,B,A,B,C,0,C,D,C,D,B,C,C,None
B,D,D,F,C,A,D,B,0,F,0,F,C,D,D,0,F,D,F,F,0,F,B,0,0,F,0.4,C,F,0,0,None
D,B,C,C,D,A,B,B,B,B,A,C,B,B,A,A,A,B,A,A,B,B,A,B,A,B,B,C,D,A,C,None
C,B,D,D,C,C,D,B,F,C,B,D,C,C,C,0,D,A,B,D,B,C,C,B,0,F,C,D,D,B,B,None
C,C,B,D,C,B,D,C,B,B,D,D,D,D,D,B,B,C,C,C,B,D,C,A,B,C,B,D,B,B,B,None
C,B,C,B,A,A,C,C,C,C,C,C,B,A,A,A,B,A,A,A,A,B,A,0,A,B,A,B,B,A,0,None
C,B,B,B,B,B,D,B,A,B,B,C,A,B,B,B,B,A,A,A,A,C,B,C,B,B,B,A,D,A,C,None
A,C,C,D,F,D,C,B,D,B,F,C,F,B,D,C,C,D,C,D,B,D,B,0,0,C,D,B,D,0,0,None
C,C,C,D,C,C,D,B,D,C,B,D,D,D,C,0,B,C,C,B,A,C,C,B,0,0,C,D,B,B,B,None
D,D,D,C,B,B,C,B,C,C,C,C,A,C,B,B,C,B,A,A,A,B,A,0,B,C,A,D,D,A,0,None
C,C,C,C,C,A,D,A,D,D,D,D,D,C,C,B,B,B,B,D,B,C,B,0,D,D,C,D,D,C,0,None
C,C,D,A,B,C,C,C,F,F,D,D,C,D,D,F,D,D,B,F,C,C,F,0,0,F,0.4,0,F,0,C,None
C,A,B,C,A,B,C,B,D,C,C,B,D,C,A,A,B,A,A,B,A,B,A,C,B,C,A,D,D,A,B,None
C,D,D,D,D,C,D,B,C,D,D,D,D,D,C,B,C,D,C,B,D,D,D,0,C,D,C,B,C,C,0,None
D,B,C,B,C,B,D,B,C,D,D,D,B,F,C,B,D,F,B,F,A,C,B,0,0,F,F,0,F,0,0,None
C,B,D,A,A,A,D,B,B,C,B,C,B,C,A,A,B,B,B,B,A,C,C,0,D,D,B,C,B,A,B,None
C,C,C,B,C,D,D,B,D,C,B,B,C,C,B,B,C,B,B,A,B,C,C,0,C,D,B,D,C,A,0,None
C,D,D,C,F,C,F,B,F,D,D,C,C,D,B,0,C,C,C,D,B,C,D,0,0,0,F,0,F,0,0,None
C,B,B,B,B,A,A,A,C,C,B,B,B,B,A,A,A,A,A,A,A,B,C,B,C,C,B,C,B,A,B,None
C,B,B,B,A,A,D,B,D,C,C,D,C,A,C,C,B,D,C,C,C,C,D,A,D,D,D,D,D,A,B,None
C,B,D,A,C,D,C,B,C,C,D,C,B,D,A,B,B,A,B,B,A,B,C,0,C,D,A,B,C,C,0,None
B,D,D,C,D,F,D,C,D,F,D,D,B,D,B,0,D,D,B,F,A,F,F,0,F,0,F,D,F,0,B,None
C,D,C,D,C,D,C,C,C,D,D,D,D,C,D,A,D,C,B,C,B,B,D,A,D,D,C,D,D,D,B,None
C,A,B,B,C,C,C,B,A,C,D,D,C,B,C,A,B,B,B,A,A,B,B,0,C,C,A,C,D,A,C,None
B,C,D,C,C,A,D,B,D,C,D,B,D,C,C,B,C,B,B,B,C,B,C,0,0,D,0.2,D,F,C,0,None
C,B,B,B,C,C,C,B,C,C,D,C,B,B,C,A,B,B,C,B,C,C,C,A,B,C,D,D,D,C,A,None
B,B,B,C,A,B,D,B,C,B,C,D,A,D,B,B,C,B,B,D,B,C,C,C,A,D,D,D,C,0,D,None
B,D,D,D,C,B,C,B,A,D,D,C,B,C,B,B,C,B,D,B,B,C,B,0,B,0,B,D,0,0,0,None
D,C,C,D,D,D,D,B,C,D,C,D,D,D,B,B,F,B,F,F,D,C,F,B,B,D,0.2,0,F,0,D,None
C,C,B,D,B,A,D,C,B,B,C,C,D,C,B,C,C,A,B,B,B,C,C,C,A,C,B,C,C,C,0,None
B,D,D,D,B,D,C,B,A,C,D,C,B,D,C,A,D,B,B,A,D,C,A,0,B,C,B,C,D,A,0,None
B,D,C,D,B,D,C,A,D,B,B,D,D,B,C,B,B,B,B,B,D,C,C,B,B,D,B,D,D,C,B,None
B,D,A,A,B,A,C,C,B,B,C,D,B,C,C,B,C,B,B,B,C,A,A,A,B,C,C,C,C,A,B,None
B,B,C,A,C,C,A,A,A,A,A,A,A,C,A,A,A,A,A,A,B,B,A,C,A,A,A,A,C,A,B,None
B,B,D,A,D,C,B,B,B,B,D,B,F,C,C,B,B,B,B,B,A,D,A,0,B,C,B,D,C,B,0,None
B,A,A,B,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,B,B,A,0,B,A,B,C,B,B,0,None
B,D,C,B,A,D,C,B,F,C,D,D,B,C,D,C,D,C,D,C,B,C,C,0,D,0,C,F,F,0,0,None
C,A,A,C,A,B,A,C,A,B,B,B,B,D,B,B,B,B,C,B,A,D,B,0,B,D,C,C,B,D,0,None
B,C,B,B,A,B,B,B,B,B,C,C,B,A,A,B,A,A,B,A,B,C,B,C,A,C,B,C,C,B,C,None
B,B,D,C,D,C,D,A,B,D,D,D,D,D,D,C,D,B,C,B,B,B,B,C,B,D,C,D,C,C,C,None
B,C,D,C,D,C,B,B,D,C,C,D,C,D,D,0,C,C,0.3,C,C,C,C,B,B,0,D,F,D,B,C,None
B,C,D,A,C,C,A,C,C,C,D,C,B,D,C,B,F,B,C,F,D,D,D,B,B,F,C,0,D,0,C,None
D,D,D,D,C,C,D,C,D,D,D,F,F,D,D,C,D,B,C,F,C,D,D,0,B,D,D,D,D,0,0,None
A,A,A,C,A,A,A,B,C,A,D,A,A,B,A,B,A,A,A,A,A,B,A,C,B,B,A,B,B,A,B,None
B,C,D,F,C,B,F,B,F,F,C,F,D,B,D,B,C,C,D,B,D,D,F,C,B,0,C,0,D,C,C,None
B,B,B,A,C,B,A,A,A,C,B,C,A,A,B,A,C,B,C,A,C,C,C,0,A,A,B,D,B,A,0,None
D,C,B,C,B,B,A,D,C,C,C,B,B,B,B,A,A,B,C,A,C,C,C,B,B,D,B,D,D,B,A,None
B,A,B,D,B,B,C,B,D,B,C,C,C,C,B,B,D,B,B,B,B,C,C,D,B,D,C,B,A,C,C,None
C,B,B,B,C,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,A,C,B,0,B,C,C,C,C,B,0,None
B,B,B,A,A,B,A,A,B,C,B,B,A,B,A,B,C,A,A,A,B,B,B,0,A,C,A,B,C,B,0,None
D,C,C,D,C,D,D,D,C,C,C,D,B,C,D,B,C,B,D,D,B,D,D,C,B,D,D,F,C,B,C,None
C,B,C,D,B,B,B,C,C,C,C,C,B,D,B,B,D,B,C,B,D,C,C,0,B,C,C,D,D,B,0,None
B,C,C,C,B,C,A,B,B,C,B,C,A,D,D,C,C,A,B,B,B,C,A,0,B,B,B,D,D,C,0,None
C,D,D,B,D,C,A,B,B,D,B,C,A,D,A,B,C,B,B,B,A,C,B,0,B,D,D,D,F,C,0,None
B,C,C,A,D,A,B,C,C,C,C,C,D,D,F,C,B,B,B,C,F,C,B,A,B,D,B,F,F,0,B,None
B,D,C,D,B,B,B,B,D,D,B,C,C,D,D,B,D,C,C,C,A,D,D,C,B,C,D,B,D,C,B,None
A,B,D,A,C,B,D,C,C,D,B,C,B,D,C,B,C,B,B,A,A,C,C,0,B,D,F,D,C,C,0,None
B,A,C,B,B,B,A,A,C,C,B,C,A,B,B,A,B,A,B,A,C,C,B,0,B,D,A,D,B,A,0,None
B,B,B,D,D,D,D,C,D,C,C,C,D,D,D,C,B,C,C,D,A,C,D,0,B,0,F,0,F,0,0,None
